Episode #,Date,Title,Description,Link,Notes
400,"Feb 12, 2010",Stories Pitched by Our Parents,"For our 400th show, we try something harder than anything we've ever tried in the previous 399. We take the random ideas that members of our own families have told us at weddings and family gatherings would be ""perfect for the show""...and we actually try to make those ideas into stories.",http://www.thisamericanlife.org/radio-archives/episode/400/stories-pitched-by-our-parents,
399,"Jan 22, 2010",Contents Unknown,"Stories of filling in the blank. A man finds himself in a train station in India, with no idea how he got there or who he is. His memory gone, he has no choice but to let other people?police, doctors, friends, family?create an identity for him.",http://www.thisamericanlife.org/radio-archives/episode/399/contents-unknown,
398,"Jan 8, 2010",Long Shot,"Stories of people betting on something with very bad odds, mostly because they have no other choice.",http://www.thisamericanlife.org/radio-archives/episode/398/long-shot,
397,"Jan 1, 2010",2010,"At the start of a new year, journalistic outfits put out lots of mealy ""perhaps oil prices will rise or perhaps they won't"" predictions for the coming year. Instead of that, we asked our contributors to predict real events that will happen to them and the people they know in 2010.",http://www.thisamericanlife.org/radio-archives/episode/397/2010,
396,"Dec 18, 2009",#1 Party School,"This year, The Princeton Review named Penn State the #1 Party School in America. It's a rotating crown?last year it was University of Florida, before that it was West Virginia University. So we wondered: what's it like to be at the country's top party school?",http://www.thisamericanlife.org/radio-archives/episode/396/1-party-school,
395,"Nov 27, 2009",Middle of the Night,"Stories of people who are up while the rest of us are sleeping?some for work, some for play, and some for a free sandwich. Including the story of a woman walking alone at night, who encounters another woman walking alone at night, for the exact same reason, and a whole population of people haggling over the cost of oranges at 3 in the morning.",http://www.thisamericanlife.org/radio-archives/episode/395/middle-of-the-night,
394,"Nov 6, 2009",Bait and Switch,"Stories about people who take the bait, and those who place it. Including the story of man who tries to investigate a neighborhood crime and ends up in jail himself. And the story of the pitfalls of luring customers to a make-believe pizza delivery place.",http://www.thisamericanlife.org/radio-archives/episode/394/bait-and-switch,
393,"Oct 30, 2009",Infidelity,"Stories of cheating, cheaters and the cheated. Writer James Braly with a story about temptation (performed and recorded at The Moth), Dani Shapiro on being the mistress, and more.",http://www.thisamericanlife.org/radio-archives/episode/393/infidelity,
392,"Oct 16, 2009",Someone Else's Money,"This week, we bring you a deeper look inside the health insurance industry. The dark side of prescription drug coupons.",http://www.thisamericanlife.org/radio-archives/episode/392/someone-elses-money,
391,"Oct 9, 2009",More Is Less,"An hour explaining the American health care system, specifically, why it is that costs keep rising. One story looks at the doctors, one at the patients and one at the insurance industry.",http://www.thisamericanlife.org/radio-archives/episode/391/more-is-less,
390,"Sep 25, 2009",Return To The Giant Pool of Money,"In which we mark the anniversary of the economic collapse and the anniversary of Planet Money: Recapping some of the original episode, The Giant Pool of Money, and finding out what's happened to all those guys in the year since.",http://www.thisamericanlife.org/radio-archives/episode/390/return-to-the-giant-pool-of-money,
389,"Sep 11, 2009",Frenemies,"This week we bring you stories about friends. Or wait, enemies? How about both? Tales of estranged sisters, BFFs breaking up and making up and breaking up, and how reality stars walk the fine line between making friends and making a name for themselves. Including a story from David Rakoff, whose new book Half Empty is available now.",http://www.thisamericanlife.org/radio-archives/episode/389/frenemies,
388,"Sep 4, 2009",Rest Stop,"Nine radio producers. Two days. One rest stop on the New York State Thruway. In this show, we'll bring you stories of people who are just passing through, and people who are at the rest stop every day?working. One of them has worked there since 1969. A bunch of others came from Asia and eastern Europe to pour coffee for travelers.",http://www.thisamericanlife.org/radio-archives/episode/388/rest-stop,
387,"Aug 7, 2009",Arms Trader 2009,"The U.S. government spent two years on a sting operation trapping an Indian man named Hemant Lakhani, whom they suspected of being an illegal arms dealer.",http://www.thisamericanlife.org/radio-archives/episode/387/arms-trader-2009,
386,"Jul 24, 2009",Fine Print,"Stories where the fine print changes everything, whether you read it or not.",http://www.thisamericanlife.org/radio-archives/episode/386/fine-print,
385,"Jul 10, 2009",Pro Se,"It's tempting to act as your own lawyer, to argue your own cause. Who better to defend your position than you? This week, stories of pro se defenses: Some brilliant, some disastrous.",http://www.thisamericanlife.org/radio-archives/episode/385/pro-se,
384,"Jun 26, 2009",Fall Guy,"Sometimes when things go wrong, parsing out who all is to blame and taking them to task is just too complicated and haaaard! What's easy is pinning it all on one person and watching them go down in flames.",http://www.thisamericanlife.org/radio-archives/episode/384/fall-guy,
383,"Jun 19, 2009",Origin Story,This week we bring you little-known and surprising stories of how all sorts of institutions?from a controversial legal precedent to a Hollywood teen dance flick?began.,http://www.thisamericanlife.org/radio-archives/episode/383/origin-story,
382,"Jun 5, 2009",The Watchmen,"Since Congress hasn't held 1930's-style hearings into the causes of the financial crisis, we stage one of our own.",http://www.thisamericanlife.org/radio-archives/episode/382/the-watchmen,
381,"May 22, 2009",Turncoat,"A well-known activist?an anarchic, revolutionary activist?is accused of spying on other activists for the FBI. The strangest thing about the rumor is, it's true. How Brandon Darby transformed from cop-hater to federal witness. Plus, a story by Etgar Keret, about a boy who betrays his people with a pair of shoes.",http://www.thisamericanlife.org/radio-archives/episode/381/turncoat,
380,"May 15, 2009",No Map,"Stories of people who find themselves in situations far from the beaten path, where there are no guidelines and no useful precedents, including the return of Squirrel Cop.",http://www.thisamericanlife.org/radio-archives/episode/380/no-map,
379,"May 1, 2009",Return To The Scene Of The Crime,"A live episode of the radio program, including stories told on stage by Dan Savage and Mike Birbiglia.",http://www.thisamericanlife.org/radio-archives/episode/379/return-to-the-scene-of-the-crime,
378,"Apr 17, 2009",This I Used to Believe,"Stories of people forced to let go of their firmly held beliefs. When the daughter of a pro-choice activist concludes that abortion is murder, her mother goes to extraordinary lengths to persuade her daughter to switch sides. And after a woman loses her faith, a football coach?whom she's never met?tries to restore it.",http://www.thisamericanlife.org/radio-archives/episode/378/this-i-used-to-believe,
377,"Mar 27, 2009",Scenes From a Recession,"The economy works in mysterious ways. This week, we highlight the unusual circumstances our economic drought has left us in, and the newly hatched plans being made to survive it.",http://www.thisamericanlife.org/radio-archives/episode/377/scenes-from-a-recession,
376,"Mar 13, 2009",Wrong Side of History,Bernie Epton went down in history as the Other Guy: the white opponent who almost defeated the first black mayor of Chicago. But what's the real story of someone who ended up on the wrong side of history?,http://www.thisamericanlife.org/radio-archives/episode/376/wrong-side-of-history,
375,"Feb 27, 2009",Bad Bank,"The collapse of the banking system explained, in just 59 minutes.",http://www.thisamericanlife.org/radio-archives/episode/375/bad-bank,
374,"Feb 13, 2009",Somewhere Out There,"Of all the 6 and a half billion people in the world, what are the odds that any two people are a real match? Stories from people who know they've beat the odds, and the lengths they've gone to do it.",http://www.thisamericanlife.org/radio-archives/episode/374/somewhere-out-there,
373,"Jan 30, 2009",The New Boss,"Stories about what happens when someone new takes over?someone with a vision of how things ought to be. Including international economics correspondent Adam Davidson of the Planet Money podcast on how Obama's new stimulus plan might actually be the first ever test of a very, very old theory.",http://www.thisamericanlife.org/radio-archives/episode/373/the-new-boss,
372,"Jan 16, 2009",The Inauguration Show,"On the eve of Barack Obama's inauguration, we sent reporters out all over the country to talk to people about how they're feeling about this new president. Do they believe things will change? Do they think there'll be changes in their own lives?",http://www.thisamericanlife.org/radio-archives/episode/372/the-inauguration-show,
371,"Dec 26, 2008",Scenes From a Mall,"This American Life spends several days in a mall in suburban Tennessee, to document life in the mall during the run-up to Christmas. Also, a rift in a national association of professional Santas?the Amalgamated Order of Real Bearded Santas (yes, there is such a group).",http://www.thisamericanlife.org/radio-archives/episode/371/scenes-from-a-mall,
370,"Dec 19, 2008",Ruining It for the Rest of Us,Stories of people who ruin things for everyone else...or who are accused of that. Like the San Diego parents who didn't vaccinate their child for measles.,http://www.thisamericanlife.org/radio-archives/episode/370/ruining-it-for-the-rest-of-us,
369,"Nov 28, 2008",Poultry Slam 2008,"A man in Pakistan wants to break his friend out of prison. He buys him an amulet that supposedly has the power to protect anyone from harm. But just to be on the safe side, he decides to test the amulet by trying it out first. On a chicken.",http://www.thisamericanlife.org/radio-archives/episode/369/poultry-slam-2008,
368,"Nov 7, 2008",Who Do You Think You Are?,"This week we bring you stories of privilege and the lengths some will go to to maintain it. In one story, a woman fights?on tape!?with her city's parking enforcer about playing favorites.",http://www.thisamericanlife.org/radio-archives/episode/368/who-do-you-think-you-are,
367,"Oct 24, 2008",Ground Game,"This American Life goes to Pennsylvania, a battleground within a battleground, to figure out why, and how, John McCain and Barack Obama both think they can win there. And we get to know the ordinary people who've become the candidates' most forceful foot soldiers.",http://www.thisamericanlife.org/radio-archives/episode/367/ground-game,
366,"Oct 10, 2008",A Better Mousetrap 2008,Stories about people trying to find new solutions to age-old problems?solutions that sometimes cause problems of their own. Alex Blumberg returns (in collaboration with the Planet Money podcast) with the latest in the financial crisis.,http://www.thisamericanlife.org/radio-archives/episode/366/a-better-mousetrap-2008,
365,"Oct 3, 2008",Another Frightening Show About the Economy,"Alex Blumberg and NPR's Adam Davidson?the two guys who reported our Giant Pool of Money episode?are back, in collaboration with the Planet Money podcast.",http://www.thisamericanlife.org/radio-archives/episode/365/another-frightening-show-about-the-economy,
364,"Sep 26, 2008",Going Big,"Stories about people who take grand, sweeping approaches to solving problems of all sorts.",http://www.thisamericanlife.org/radio-archives/episode/364/going-big,
363,"Sep 12, 2008",Enforcers,"Stories about people who take the law into their own hands, even when the line between enforcing the rules and breaking them gets kind of hazy.",http://www.thisamericanlife.org/radio-archives/episode/363/enforcers,
362,"Aug 22, 2008",Got You Pegged,"Shalom Auslander goes on vacation with his family, and suspects the beloved, chatty old man in the room next door is an imposter?and sets out to prove it. This and other stories about the pitfalls of making snap judgments about others.",http://www.thisamericanlife.org/radio-archives/episode/362/got-you-pegged,
361,"Aug 8, 2008",Fear of Sleep,"Mike Birbiglia got used to strange things happening to him when he slept?until something happened that almost killed him (Mike's story is now a feature film, Sleepwalk With Me). This and other reasons to fear sleep, including bedbugs, ""The Shining,"" and mild-mannered husbands who turn into maniacs while asleep.",http://www.thisamericanlife.org/radio-archives/episode/361/fear-of-sleep,
360,"Jul 25, 2008",Switched At Birth,"On a summer day in 1951, two baby girls were born in a hospital in small-town Wisconsin. The infants were accidentally switched, and went home with the wrong families.",http://www.thisamericanlife.org/radio-archives/episode/360/switched-at-birth,
359,"Jul 18, 2008",Life After Death,"Stories of people haunted by guilt over their role in others' deaths, even when everyone agrees they're blameless.",http://www.thisamericanlife.org/radio-archives/episode/359/life-after-death,
358,"Jun 27, 2008",Social Engineering,"Governments are always looking for ways to change behavior?stopping people from driving drunk, or encouraging them to recycle. This week, we have stories of social engineering on a smaller scale.",http://www.thisamericanlife.org/radio-archives/episode/358/social-engineering,
357,"Jun 13, 2008",The Truth Will Out,"Does the truth always come out? Of course not! Though sometimes it comes out in the most uncomfortable ways imaginable. Stories of concealed truths bubbling to the surface, including a brand-new, unpublished story by fiction writer and filmmaker Etgar Keret.",http://www.thisamericanlife.org/radio-archives/episode/357/the-truth-will-out,
356,"May 30, 2008",The Prosecutor,A lawyer in the Justice Department gets the professional opportunity of a lifetime: To be the lead prosecutor in one of the first high-profile terrorist cases since 9/11. But things go badly for him.,http://www.thisamericanlife.org/radio-archives/episode/356/the-prosecutor,
355,"May 9, 2008",The Giant Pool of Money,A special program about the housing crisis produced in a special collaboration with NPR News. We explain it all to you. What does the housing crisis have to do with the turmoil on Wall Street? Why did banks make half-million dollar loans to people without jobs or income? And why is everyone talking so much about the 1930s?,http://www.thisamericanlife.org/radio-archives/episode/355/the-giant-pool-of-money,
354,"Apr 18, 2008",Mistakes Were Made,"It's the late 1960s, and in the new technology of cryonics, a California TV repairman named Bob sees an opportunity to help people cheat death. But freezing dead people so scientists can reanimate them in the future is a lot harder than it sounds. Harder still was admitting to the family members of people Bob had frozen that he'd screwed up. Badly.",http://www.thisamericanlife.org/radio-archives/episode/354/mistakes-were-made,
353,"Mar 28, 2008",The Audacity of Government,"Stories of the Bush Administration, its unique style of asserting presidential authority, and its quest to redefine the limits of presidential power.",http://www.thisamericanlife.org/radio-archives/episode/353/the-audacity-of-government,
352,"Mar 14, 2008",The Ghost of Bobby Dunbar,"In 1912 a four year-old boy named Bobby Dunbar went missing in a swamp in Louisiana. Eight months later, he was found in the hands of a wandering handyman in Mississippi (the picture at left was taken just days later). Reporter Tal McThenia co-authored a book about the Bobby Dunbar story called A Case For Solomon.",http://www.thisamericanlife.org/radio-archives/episode/352/the-ghost-of-bobby-dunbar,
351,"Mar 7, 2008",Return to Childhood 2008,"Seventh-grader Kayla Hernandez likes to reminisce about when she was a child, back in fifth grade. She visits her school, where her fifth grade class met, and looks at her old books, thinks about what happened there.",http://www.thisamericanlife.org/radio-archives/episode/351/return-to-childhood-2008,
350,"Feb 29, 2008",Human Resources,The true story of little-known rooms in the New York City Board of Education building. Teachers are told to report there instead of their classrooms. No reason is usually given.,http://www.thisamericanlife.org/radio-archives/episode/350/human-resources,
349,"Feb 15, 2008",Valentine's Day 2008,"Veronica Chater's mother wants to go to a resort in Mexico with a friend. Her father, a former cop with an extravagant sense of security, prepares as if she's headed for a war zone. This, and other stories about couples, that happen decades after the moment their eyes meet.",http://www.thisamericanlife.org/radio-archives/episode/349/valentines-day-2008,
348,"Feb 8, 2008",Tough Room,"This week we bring you backstage with comedy writers at The Onion. They start with over 600 potential headlines for their fake-news newspaper each week, and over the course of two days, in the very tough room that is their editorial conference room, they select 16 to go in the paper. Plus other people speaking their minds in very tough rooms.",http://www.thisamericanlife.org/radio-archives/episode/348/tough-room,
347,"Jan 18, 2008",Matchmakers,"Sabir, a young man in Afghanistan, thought he'd found true love but he couldn't afford a wedding. So two foreign aid workers, friends of his, decide to come to his rescue. They soon find out making a lasting love match isn't as simple as writing a check.",http://www.thisamericanlife.org/radio-archives/episode/347/matchmakers,
346,"Dec 21, 2007",Home Alone,"A 79-year-old woman, Mary Ann, dies in Los Angeles. She's lived alone for decades. No one knows her?or her next of kin. There's a body to be buried, a house full of stuff to get rid of.",http://www.thisamericanlife.org/radio-archives/episode/346/home-alone,
345,"Dec 14, 2007",Ties That Bind,"A young girl named Sarah receives a heart transplant from a boy her age, and her mother sets off to find out more about the kid who saved her daughter's life. But years later, Sarah's not sure she wants to know.",http://www.thisamericanlife.org/radio-archives/episode/345/ties-that-bind,
344,"Nov 30, 2007",The Competition,Stories of the unintended consequences of market forces.,http://www.thisamericanlife.org/radio-archives/episode/344/the-competition,
343,"Nov 23, 2007",Poultry Slam 2007,"For Thanksgiving, the time of year when poultry consumption is highest, it's our annual program about turkeys, chickens, and fowl of all types.",http://www.thisamericanlife.org/radio-archives/episode/343/poultry-slam-2007,
342,"Nov 2, 2007",How to Rest in Peace,"There are umpteen TV shows about solving murders, endless whodunits in bookstores. But what happens to the people left behind after the detectives close the case? Three stories about children trying to figure out how to live normally after their parents have died.",http://www.thisamericanlife.org/radio-archives/episode/342/how-to-rest-in-peace,
341,"Oct 5, 2007",How to Talk to Kids,Stories of adults taking very different approaches to communicating with children.,http://www.thisamericanlife.org/radio-archives/episode/341/how-to-talk-to-kids,
340,"Sep 7, 2007",The Devil in Me,Stories of people trying to exorcize their inner demons.,http://www.thisamericanlife.org/radio-archives/episode/340/the-devil-in-me,
339,"Aug 24, 2007",Break-Up,"Writer Starlee Kine on what makes the perfect break-up song and whether really sad music can actually make you feel better. Plus, an eight-year-old author of a book about divorce, and other stories from the heart of heartbreak.",http://www.thisamericanlife.org/radio-archives/episode/339/break-up,
338,"Aug 10, 2007",The Spokesman,"Attention listeners. In the Internet version of Act One of this show, we have left one curse word un-bleeped at a critical moment.Stories of what can happen when you go from being a private person to a public face.",http://www.thisamericanlife.org/radio-archives/episode/338/the-spokesman,
337,"Jul 27, 2007",Man vs. History,Stories about people taking history into their own hands. We hear from two men in two different wars. One is trying to make a difference in the current war in Iraq. The other is with the CIA at the very end of the Cold War.,http://www.thisamericanlife.org/radio-archives/episode/337/man-vs-history,
336,"Jul 6, 2007",Who Can You Save?,Stories about the pitfalls of trying to do the right thing.,http://www.thisamericanlife.org/radio-archives/episode/336/who-can-you-save,
335,"Jun 15, 2007",Big Wide World,"When he was a teenager, Haider worked in the Iraqi Ministry of Information. He was specially trained to talk to visiting dignitaries and foreign reporters, and he loved his job. It was exciting, and he was treated like a celebrity.",http://www.thisamericanlife.org/radio-archives/episode/335/big-wide-world,
334,"Jun 1, 2007",Duty Calls,"Josh's mother and younger brother were a mess. His mother drank too much. His brother got arrested a lot. Josh hadn't lived with them since he was nine, and they didn't play much of a role in his daily life?until duty called, and they took over his life.",http://www.thisamericanlife.org/radio-archives/episode/334/duty-calls,
333,"May 25, 2007",The Center for Lessons Learned,"Four years into the Iraq War, what have we learned? Soldiers, civilians, Iraqis, and Americans talk?and sometimes yell?about what they've learned in the last few years...including how to stay alive and why the aftermath of a war can be the trickiest time of all.",http://www.thisamericanlife.org/radio-archives/episode/333/the-center-for-lessons-learned,
332,"May 4, 2007",The Ten Commandments,Stories of people struggling to follow the Ten Commandments from the book of Exodus.,http://www.thisamericanlife.org/radio-archives/episode/332/the-ten-commandments,
331,"Apr 27, 2007",Habeas Schmabeas 2007,"An updated version of our episode ""Habeas Schmabeas,"" which won a 2006 Peabody Award.Listen to a special, uncut version.Download a transcript.",http://www.thisamericanlife.org/radio-archives/episode/331/habeas-schmabeas-2007,
330,"Apr 13, 2007",My Reputation,"Stories of people trying to recover from damage to their reputations?sometimes caused by others, sometimes self-inflicted.",http://www.thisamericanlife.org/radio-archives/episode/330/my-reputation,
329,"Apr 6, 2007",Nice Work If You Can Get It,"Stories of sudden fame, quick riches, and the downside of the dream job.",http://www.thisamericanlife.org/radio-archives/episode/329/nice-work-if-you-can-get-it,
328,"Mar 16, 2007",What I Learned from Television,"Stories recorded during our 2007 live tour. Sarah Vowell, David Rakoff, Dan Savage, and other favorite contributors went on the road with us to New York, Boston, Minneapolis, Chicago, Seattle, and Los Angeles; and performed brand-new stories in front of sold-out audiences.",http://www.thisamericanlife.org/radio-archives/episode/328/what-i-learned-from-television,
327,"Mar 9, 2007",By Proxy,"Stories of proxy fights, proxy arguments, and proxy situations of all kinds.",http://www.thisamericanlife.org/radio-archives/episode/327/by-proxy,
326,"Feb 16, 2007",Quiz Show,"A man with social anxiety goes through a transformation on a TV game show, a young woman with high ideals has them dashed by a TV game show, and teams compete to solve some of the hardest puzzles in the world, for fun.",http://www.thisamericanlife.org/radio-archives/episode/326/quiz-show,
325,"Feb 2, 2007",Houses of Ill Repute,"An old man in Brooklyn invites some homeless prostitutes into his house on a cold winter night. They never leave. Plus other stories about houses, such as the United States Congress, where the inhabitants don't always act as they should.",http://www.thisamericanlife.org/radio-archives/episode/325/houses-of-ill-repute,
324,"Jan 26, 2007",My Brilliant Plan,An American reporter in Iraq decides to rent a house in a residential Baghdad neighborhood rather than live in a hotel and be an easy target for insurgents. And an eleven-year-old boy figures out an ingenious way to see his dead father again. Big ideas gone amok.,http://www.thisamericanlife.org/radio-archives/episode/324/my-brilliant-plan,
323,"Jan 5, 2007",The Super,"In 1980's New York City, rent is rising: it seems out of control, and residents struggle to keep up. So Jack Hitt helps organize tenants, and threatens a rent strike. This does not go over so well with his building super, who, as it turns out, is a very dangerous man.",http://www.thisamericanlife.org/radio-archives/episode/323/the-super,
322,"Dec 15, 2006",Shouting Across the Divide,"A Muslim woman persuades her husband that their family would be happier if they left the West Bank and moved to America. They do, and things are good...until September 11. After that, the elementary school their daughter goes to begins using a textbook that says Muslims want to kill Christians.",http://www.thisamericanlife.org/radio-archives/episode/322/shouting-across-the-divide,
321,"Dec 1, 2006",Sink or Swim,Stories of people who are in over their heads and trying to stay afloat.,http://www.thisamericanlife.org/radio-archives/episode/321/sink-or-swim,
320,"Nov 3, 2006",What's In A Number? ? 2006 Edition,"Recently, the British medical journal The Lancet published an study which updated their estimate of the number of Iraqis who've died since the U.S. invasion.",http://www.thisamericanlife.org/radio-archives/episode/320/whats-in-a-number-%E2%80%94-2006-edition,
319,"Oct 27, 2006",And the Call Was Coming from the Basement,"For Halloween, scary stories that are all true. Kidnappings, zombie raccoons, haunted houses?real haunted houses!?and things that go ""EEEEK!!!"" in the night. Plus, a new story by David Sedaris, in which he walks among the dead.",http://www.thisamericanlife.org/radio-archives/episode/319/and-the-call-was-coming-from-the-basement,
318,"Oct 6, 2006",With Great Power,"A family wishes for years that they could do something to stop their neighbor's shocking behavior. Suddenly they get the power to decisively change things forever...and they have to decide whether they will. This, and other stories of everyday people who get saddled with great power?and the great sense of responsibility that goes with it.",http://www.thisamericanlife.org/radio-archives/episode/318/with-great-power,
317,"Sep 15, 2006",Unconditional Love,"Stories of unconditional love between parents and children, and how hard love can be sometimes in daily practice.",http://www.thisamericanlife.org/radio-archives/episode/317/unconditional-love,
316,"Aug 18, 2006",The Cat Came Back,"True stories that follow the plotline of the old kid's song ""The Cat Came Back."" It's the simplest plot in the world: Something you thought was gone forever keeps returning, against all odds.",http://www.thisamericanlife.org/radio-archives/episode/316/the-cat-came-back,
315,"Jul 21, 2006",The Parrot and the Potbellied Pig,"Original stories from David Sedaris, Jonathan Goldstein, and others, on two animals who don't even seem like they should know each other, much less appear on the same radio show.",http://www.thisamericanlife.org/radio-archives/episode/315/the-parrot-and-the-potbellied-pig,
314,"Jun 23, 2006",It's Never Over,"A grown man tries to get to the bottom of why his schoolmates threw him in a lake 20 years earlier. And a woman buys a house on the cheap, with the understanding that the seller will soon vacate. Ten years later, she's still waiting.",http://www.thisamericanlife.org/radio-archives/episode/314/its-never-over,
313,"May 19, 2006",Parental Guidance Suggested,Stories about kids who actually want their parents looking out for them.,http://www.thisamericanlife.org/radio-archives/episode/313/parental-guidance-suggested,
312,"May 12, 2006",How We Talked Back Then,"In this show we return to two radio programs originally broadcast in 1996 and 1997. In one show, listeners came onstage with their letters, which they read aloud.",http://www.thisamericanlife.org/radio-archives/episode/312/how-we-talked-back-then,
311,"Apr 14, 2006",A Better Mousetrap,Stories about people trying to find new solutions to age-old problems?solutions that sometimes cause problems of their own.,http://www.thisamericanlife.org/radio-archives/episode/311/a-better-mousetrap,
310,"Mar 10, 2006",Habeas Schmabeas,"Winner of a 2006 Peabody Award. We've also broadcast an updated version of this episode, ""Habeas Schmabeas 2007.""Listen to a special, uncut version.Download a transcript.",http://www.thisamericanlife.org/radio-archives/episode/310/habeas-schmabeas,
309,"Feb 24, 2006",Cat and Mouse,Stories about the kinds of chase games that just never end. From the high California desert to a high-end furniture showroom.,http://www.thisamericanlife.org/radio-archives/episode/309/cat-and-mouse,
308,"Feb 10, 2006",Star-Crossed Love,"In honor of Valentine's Day, This American Life brings you stories of how love blossoms, even when (perhaps) it shouldn't.",http://www.thisamericanlife.org/radio-archives/episode/308/star-crossed-love,
307,"Feb 3, 2006",In the Shadow of the City,"Stories that take place on the edge of civilization, just out of sight.",http://www.thisamericanlife.org/radio-archives/episode/307/in-the-shadow-of-the-city,
306,"Jan 13, 2006",Seemed Like A Good Idea at the Time,"A girl signs up for a class. A couple hires an accountant. A group of co-workers decides to pool their money and buy a couple of lottery tickets. In the beginning, they're full of hope and optimism...and then something turns. Stories of good ideas gone bad.",http://www.thisamericanlife.org/radio-archives/episode/306/seemed-like-a-good-idea-at-the-time,
305,"Dec 23, 2005",The This American Life Holiday Spectacular,"A full-throttle, show-stopping, no-holds-barred Christmas Spectacular! Shedding the crusty old Christmas stories of yore, we bring you new holiday classics. With special musical guest Marah!",http://www.thisamericanlife.org/radio-archives/episode/305/the-this-american-life-holiday-spectacular,
304,"Dec 16, 2005",Heretics,"The story of Reverend Carlton Pearson, a renowned evangelical pastor in Tulsa, Oklahoma, who cast aside the idea of Hell, and with it everything he'd worked for over his entire life.",http://www.thisamericanlife.org/radio-archives/episode/304/heretics,
303,"Dec 2, 2005",David and Goliath,"Variations on an old tale, with very modern consequences. Cambodia is competing with other nations for the business of big clothing companies all over the world...but they've vowed to follow fair labor practices. Other countries end up with the contracts, and the profits.",http://www.thisamericanlife.org/radio-archives/episode/303/david-and-goliath,
302,"Nov 18, 2005",Strangers in a Strange Land,"Someone once said, ""If you're not willing to be changed by a place, there's no point in going."" This week, stories about what happens when you land in a whole new world.",http://www.thisamericanlife.org/radio-archives/episode/302/strangers-in-a-strange-land,
301,"Nov 11, 2005",Settling the Score,"Stories about the lengths we go to make things right, and about what money can and cannot fix.",http://www.thisamericanlife.org/radio-archives/episode/301/settling-the-score,
300,"Oct 28, 2005",What's In A Number?,"About a year ago, a study estimated the number of Iraqi casualties since the war began at 100,000 dead?higher than any other estimate. The study was mostly ignored. Alex Blumberg revisits that study to look at the reality behind it.",http://www.thisamericanlife.org/radio-archives/episode/300/whats-in-a-number,
299,"Oct 7, 2005",Back from the Dead,Stories about people and places that have come back to life after everything seemed lost.,http://www.thisamericanlife.org/radio-archives/episode/299/back-from-the-dead,
298,"Sep 23, 2005",Getting and Spending,"How far will we go to get money? And once we've got it, what should we spend it on? The first half of this show is on making money, and the second half on spending it.",http://www.thisamericanlife.org/radio-archives/episode/298/getting-and-spending,
297,"Sep 16, 2005",This Is Not My Beautiful House,"It's the largest mass resettlement that America has seen since the Civil War, as over 400,000 people?victims of Hurricane Katrina?try to find a new place to live. From the Houston Astrodome to an abandoned New Orleans street, stories of people looking for home...and finding something else.",http://www.thisamericanlife.org/radio-archives/episode/297/this-is-not-my-beautiful-house,
296,"Sep 9, 2005",After the Flood,Surprising stories from survivors in New Orleans. We give people who were in the storm more time than daily news coverage can to tell their stories and talk about what they're thinking. This leads to a number of ideas that haven't made it into the regular news coverage.,http://www.thisamericanlife.org/radio-archives/episode/296/after-the-flood,
295,"Aug 26, 2005",Not What  I Signed Up For,"Stories about being sucked into something against your will. In one story, a 9/11 widow finds herself having to comfort another distraught woman on national TV. And in a story by Nick Hornby, a boy is forced to play soccer to save his nation.",http://www.thisamericanlife.org/radio-archives/episode/295/not-what-i-signed-up-for,
294,"Aug 5, 2005",Image Makers,"Stories of people and institutions who are worried about what the world thinks of them, and who take action...decisive action.",http://www.thisamericanlife.org/radio-archives/episode/294/image-makers,
293,"Jul 22, 2005",A Little Bit of Knowledge,Stories about the pitfalls of knowing just a little bit too little.,http://www.thisamericanlife.org/radio-archives/episode/293/a-little-bit-of-knowledge,
292,"Jul 8, 2005",The Arms Trader,"The U.S. government spent two years on a sting operation trapping an Indian man named Hemant Lakhani, whom they suspected of being an illegal arms dealer. It's one of the few cases that has gone to trial in the War on Terror, and one the Justice Department has pointed to as one of their big successes.",http://www.thisamericanlife.org/radio-archives/episode/292/the-arms-trader,
291,"Jul 1, 2005",Reunited (And It Feels So Good),"Stories about getting back together with your spouse, your country, your...Brahman bull. And how it never goes the way you think it's going to.",http://www.thisamericanlife.org/radio-archives/episode/291/reunited-and-it-feels-so-good,
290,"Jun 3, 2005",Godless America,"At a time when House Majority Leader Tom Delay calls for enacting a ""Biblical world view"" in government, when Christians are asserting their ideals in the selection of judges, in public school science classes and elsewhere, This American Life spends an hour trying to remember why anyone liked the separation of church and state in the first place.",http://www.thisamericanlife.org/radio-archives/episode/290/godless-america,
289,"May 13, 2005",Go Ask Your Father,"In this show, sons and daughters get to find out the one thing they've always wanted to know about their father. The answers aren't always what they hope for.",http://www.thisamericanlife.org/radio-archives/episode/289/go-ask-your-father,
288,"May 6, 2005",Not What I Meant,"Stories about how easy it is for communication to go awry, and what the consequences can be after it does.",http://www.thisamericanlife.org/radio-archives/episode/288/not-what-i-meant,
287,"Apr 15, 2005",Backed Into A Corner,"Stories about people who end up making choices they'd rather not make, when their options begin to run out. Sometimes this works out great; sometimes not so great.",http://www.thisamericanlife.org/radio-archives/episode/287/backed-into-a-corner,
286,"Apr 8, 2005",Mind Games,"Stories of people who try simple mind games on others, and then find themselves way in over their heads.",http://www.thisamericanlife.org/radio-archives/episode/286/mind-games,
